,시군구,약국명칭,주소,전화번호
1752,금천구,예닮약국,독산동 289번지 8호,
1753,금천구,신양온누리약국,서울특별시 금천구 시흥동 886번지 7호,804-1230
1754,금천구,아이사랑약국,,802-1007
1755,금천구,행복한약국,서울특별시 금천구 독산동 295번지 10호,02-861-3301
1756,금천구,대지약국,서울특별시 금천구  1020번지 4호,862-8541
1757,금천구,마미약국,서울특별시 금천구 시흥동 912번지 20호,895-8902
1758,금천구,토마스약국,서울특별시 금천구 독산동 1012번지,855-3843
1759,금천구,가디온누리약국,,02-6674-5544
1760,금천구,이든약국,서울특별시 금천구 가산동 543번지 1호,
1761,금천구,금약국,,802-2725
1762,금천구,우리약국,서울특별시 금천구 시흥동 993번지 4호,02-802-0023
1763,금천구,천수온누리약국,가산동 153-1,864-3897
1764,금천구,정운약국,,803-8982
1765,금천구,온누리건강약국,서울특별시 금천구 시흥동 883번지,893-0530
1766,금천구,현대약국,,
1767,금천구,그린약국,,02-858-7977
1768,금천구,레아약국,,6947-7772
1769,금천구,아이사랑약국,,802-1007
1770,금천구,하얀약국,,867-4175
1771,금천구,다원약국,,
1772,금천구,비타민약국,,
1773,금천구,독산메디칼약국,,804-1725~6
1774,금천구,미래온누리약국,서울특별시 금천구 독산동 288번지 3호,
1775,금천구,동행약국,,02-6012-9988
1776,금천구,한신코아약국,서울특별시 금천구 독산동 1095번지,899-1377
1777,금천구,고원약국,서울특별시 금천구 가산동 147번지 43호,856-7123
1778,금천구,정약국,,839-0105
1779,금천구,한마음약국,서울특별시 금천구 시흥동 912번지 20호,808-8740
1780,금천구,대인당온누리약국,,803-2111
1781,금천구,벽산프라자약국,서울특별시 금천구 시흥동 1013번지 7호,895-2247
1782,금천구,중앙메디칼약국,서울특별시 금천구 가산동 459번지 11호,863-1012
1783,금천구,리더스약국,서울특별시 금천구 가산동 60번지 15호 삼성리더스타워,835-1157
1784,금천구,새연세약국,서울특별시 금천구 시흥동 841번지 5호,891-3700
1785,금천구,라임약국,,867-3776
1786,금천구,한중약국,서울특별시 금천구 시흥동 803번지 3호,804-6985
1787,금천구,강남약국,,851-1630
1788,금천구,중앙사약국,,802-0478
1789,금천구,우리캐슬약국,서울특별시 금천구 독산동 1155번지 금천롯데캐슬골드파크3차,02-802-2455
1790,금천구,광장온누리약국,서울특별시 금천구 시흥동 272번지 20호,803-7549
1791,금천구,참사랑한약국,,852-7697
1792,금천구,미소한약국,서울특별시 금천구 독산동 165번지 10호,02-856-7787
1793,금천구,은행나무약국,시흥동 831번지 6호,2613-2234
1794,금천구,에벤에셀온누리약국,서울특별시 금천구 시흥동 912번지 20호 에벤에셀프라자 202호,02-896-6789
1795,금천구,기분좋은약국,,858-3915
1796,금천구,튼튼온누리약국,,02-808-5858
1797,금천구,명문당약국,서울특별시 금천구 시흥동 882번지 54호,803-3443
1798,금천구,은혜약국,,807-0496
1799,금천구,봄빛약국,,02-6244-8275
1800,금천구,드림플러스약국,,02-867-6007
1801,금천구,수온누리약국,,891-9991
1802,금천구,태평양약국,서울특별시 금천구 시흥동 828번지 40호,028089300
1803,금천구,남대문약국,,02-808-7330
1804,노원구,누리약국,서울특별시 노원구 월계동 947번지 롯데캐슬루나아파트상가동 203호,900-3672
1805,노원구,다나약국,서울특별시 노원구 월계동 411번지 53호,943-8409
1806,노원구,봄약국,서울특별시 노원구 상계동 728번지 2호 1층,939-8139
1807,노원구,시온약국,서울특별시 노원구 상계동 449번지 8호 1층,936-9301
1808,노원구,사랑약국,서울특별시 노원구 상계동 727번지 덕영빌딩 4층,070-8235-3170
1809,노원구,라임약국,서울특별시 노원구 상계동 716번지 금정빌딩 101호,939-1394
1810,노원구,다정온누리약국,서울특별시 노원구 공릉동 81번지 태강아파트상가 107호,977-3305
1811,노원구,바른손약국,서울특별시 노원구 하계동 280번지 미성아파트상가,977-6400
1812,노원구,장수메디컬약국,서울특별시 노원구 공릉동 383번지 7호 스테이션빌딩 1층,973-1111
1813,노원구,행복약국,서울특별시 노원구 공릉동 680번지 8호 1층,930-0300
1814,노원구,뉴석계프라자약국,서울특별시 노원구 월계1동 47번지 13호 1층,914-5555
1815,노원구,소담약국,서울특별시 노원구 상계동 603번지 2호 하이웰빙상가 A동 103호,952-1199
1816,노원구,하계약국,서울특별시 노원구 하계동 169번지 5호,949-3016
1817,노원구,한빛약국,서울특별시 노원구 월계동 320번지 9호,979-0993
1818,노원구,후문약국,서울특별시 노원구 하계동 279번지 4호,971-0241
1819,노원구,동산약국,서울특별시 노원구 중계2.3동 512번지 무지개아파트상가 1층 109호110호,948-9476
1820,노원구,중계수암약국,서울특별시 노원구 중계동 152번지 9호 1층,934-8466
1821,노원구,건강한약국,서울특별시 노원구 월계동 435번지 9호 1층 오른쪽점포,919-1206
1822,노원구,창희약국,서울특별시 노원구 중계동 360번지 7호 세신프라자빌딩,938-3827
1823,노원구,싱싱약국,서울특별시 노원구 상계동 1280번지 희락상가 203호,937-6790
1824,노원구,올리브약국,서울특별시 노원구 중계동 506번지 브라스톤중계 205호206호,977-8001
1825,노원구,나현약국,서울특별시 노원구 상계동 176번지 103호,936-7718
1826,노원구,월계약국,서울특별시 노원구 월계동 562번지,905-2340
1827,노원구,중앙메디칼약국,서울특별시 노원구 공릉동 743번지 한보상가 203호,975-6511
1828,노원구,푸른바다약국,서울특별시 노원구 월계동 46번지 1호 인현빌딩 106호 107호,941-3838
1829,노원구,미즈약국,서울특별시 노원구 중계동 359번지 9호,931-1011
1830,노원구,종로모범약국,서울특별시 노원구 상계동 1289번지 107호,3391-0177
1831,노원구,신태평약국,서울특별시 노원구 월계동 393번지 1호 태평약국,918-1322
1832,노원구,기쁨약국,서울특별시 노원구 상계동 387번지 225호,936-0222
1833,노원구,새봄약국,서울특별시 노원구 중계동 506번지 브라운스톤중계 2층 290호,949-4631
1834,노원구,한결약국,서울특별시 노원구 상계동 724번지 3호 고려빌딩 207호,936-8055
1835,노원구,다정약국,서울특별시 노원구 중계동 369번지,951-5567
1836,노원구,복음약국,서울특별시 노원구 월계동 18번지,949-0682
1837,노원구,마들소망약국,서울특별시 노원구 상계동 649번지 7호,934-6627
1838,노원구,건강과행복이열리는약국,서울특별시 노원구 중계동 364번지 19호,933-9696
1839,노원구,아름다운온누리약국,서울특별시 노원구 상계동 749번지 10호 1층,932-0092
1840,노원구,후생약국,서울특별시 노원구 상계동 624번지 상계주공아파트15단지상가 2층,934-4861
1841,노원구,위드팜대학약국,서울특별시 노원구 하계동 280번지,974-7668.9
1842,노원구,수성약국,서울특별시 노원구 상계동 581번지 197호,937-4135
1843,노원구,부용온누리약국,서울특별시 노원구 중계동 423번지 40호 태인빌딩 102호,930-4213
1844,노원구,혜인약국,서울특별시 노원구 상계5동 456번지 71호 1층 (노원로 34길 92),939-0144
1845,노원구,성흔메디카약국,서울특별시 노원구 중계동 359번지 10호,930-8895
1846,노원구,서경약국,서울특별시 노원구 상계동 451번지 한신2차아파트상가 202호,933-0747
1847,노원구,하니약국,서울특별시 노원구 공릉동 323번지 12호,978-8583
1848,노원구,온누리영광약국,서울특별시 노원구 상계동 630번지,931-8869
1849,노원구,종로프라자약국,서울특별시 노원구 상계동 746번지 9호 1층,932-9033
1850,노원구,장약국,서울특별시 노원구 상계동 724번지,952-0085
1851,노원구,화랑대약국,서울특별시 노원구 공릉동 89번지 1호,3296-1533
1852,노원구,마들소아약국,서울특별시 노원구 상계동 649번지 상계주공아파트12단지종합상가 201호,932-3900
1853,노원구,밝은미소약국,서울특별시 노원구 월계1동 47번지 3호 (석계로 3길3),942-7507
1854,노원구,건강약국,서울특별시 노원구 공릉1동 653번지 3호 (화랑로 463),978-7597
1855,노원구,상계온누리약국,서울특별시 노원구 상계동 1115번지 2호 1층,3391-8744
1856,노원구,미래약국,서울특별시 노원구 상계동 357번지 2호 금호프라자,933-8139
1857,노원구,우약국,서울특별시 노원구 하계동 271번지 3호,3296-5900
1858,노원구,하늘약국,서울특별시 노원구 상계동 746번지 5호 상계주공2단지아파트,02-932-8321
1859,노원구,손약국,서울특별시 노원구 상계동 593번지 3호 한일빌딩,02-936-8283
1860,노원구,건강플러스약국,서울특별시 노원구 상계동 591번지 25호 금문,935-5347
1861,노원구,영신약국,서울특별시 노원구 상계동 156번지 130호,936-5316
1862,노원구,건민약국,서울특별시 노원구 공릉동 400번지 5호 1층,975-1254
1863,노원구,월계프라자약국,서울특별시 노원구 월계동 776번지 월계프라자 110호,2214-9402
1864,노원구,중계우리들약국,서울특별시 노원구 중계동 509번지 2호 홈플러스중계점 지하2층,979-0096
1865,노원구,온누리보람약국,서울특별시 노원구 상계동 보람상가 153호,933-3885
1866,노원구,삼호성심약국,서울특별시 노원구 월계동 13번지,979-3649
1867,노원구,고려약국,서울특별시 노원구 상계동 728번지 7호 104호,932-1186
1868,노원구,세일약국,서울특별시 노원구 하계동 272번지 하계5단지상가 108호,930-1199
1869,노원구,세계로약국,서울특별시 노원구 상계동 386번지 1호,951-7274-5
1870,노원구,참약국,서울특별시 노원구 하계동 271번지 3호 벽산상가 206-1호,979-2204
1871,노원구,자연약국,서울특별시 노원구 상계동 1048번지 4호 대한빌,3391-2227
1872,노원구,딸기약국,서울특별시 노원구 공릉동 109번지 비선아파트상가 103호,978-1430
1873,노원구,노원메디칼약국,서울특별시 노원구 상계동 731번지 3호,934-4508
1874,노원구,유림약국,서울특별시 노원구 상계동 1295번지,930-6858
1875,노원구,재성약국,서울특별시 노원구 상계동 734번지 3호 노빌리안골드빌딩 107호,931-7824
1876,노원구,i튼튼약국,서울특별시 노원구 공릉동 398번지 23호,972-0246
1877,노원구,1층호약국,서울특별시 노원구 중계동 584번지 1호 삼창타워프라자 1층일부,933-9487
1878,노원구,동일약국,서울특별시 노원구 상계동 763번지 7호 동일프라자 305호,936-0811
1879,노원구,한샘약국,서울특별시 노원구 상계2동 389번지 683호,939-7886
1880,노원구,석계태평양약국,서울특별시 노원구 월계1동 493번지 1호 1층(화랑로 321),915-1190
1881,노원구,자인당약국,서울특별시 노원구 상계동 720번지 6호 주공6단지 바상가 112호,933-4956
1882,노원구,삼기약국,서울특별시 노원구 중계동 58번지 64호 1층,936-5377
1883,노원구,보건약국,서울특별시 노원구 중계동 514번지 3호 시영3단지상가 104호,949-7740
1884,노원구,소망약국,서울특별시 노원구 중계동 360번지 7호 세신프라자 305호,933-3383
1885,노원구,유성약국,서울특별시 노원구 상계동 767번지 주공1단지 가상가 123호,931-8175
1886,노원구,한사랑약국,서울특별시 노원구 공릉동 323번지 35호,972-4324
1887,노원구,수약국,서울특별시 노원구 상계6.7동 727번지 1호 1층(노해로 480),930-0580
1888,노원구,노원종로약국,서울특별시 노원구 공릉동 362번지 26호,949-3400
1889,노원구,길약국,서울특별시 노원구 상계동 65번지 28호,3392-3707
1890,노원구,동덕약국,서울특별시 노원구 상계동 341번지 14호,939-2813
1891,노원구,우성약국,서울특별시 노원구 상계동 456번지 16호,936-6603
1892,노원구,옵티마건강약국,서울특별시 노원구 중계동 509번지 1호 씨앤미빌딩 110호,975-7900
1893,노원구,푸른약국,서울특별시 노원구 중계본동 366번지 6호 그랜드프라자  312호,935-4167
1894,노원구,상아온누리약국,서울특별시 노원구 상계동 731번지 3호 상아빌딩 1층,930-0012
1895,노원구,새고운약국,서울특별시 노원구 공릉1동 615번지 21호 1층,973-9286
1896,노원구,한마음약국,서울특별시 노원구 상계동 640번지 1층,937-7321
1897,노원구,수암약국,서울특별시 노원구 월계동 383번지 16호 1층,915-8466
1898,노원구,무지개온누리약국,서울특별시 노원구 월계동 50번지 29호 우현빌딩 1층,909-0889
1899,노원구,창덕약국,서울특별시 노원구 공릉동 566번지 32호,972-2933
1900,노원구,수락100세약국,서울특별시 노원구 상계동 1132번지 1호 1층,937-2103
1901,노원구,상계동문약국,서울특별시 노원구 상계동 749번지 7호 형인빌딩 1층,951-8572
1902,노원구,착 한약국,서울특별시 노원구 공릉동 727번지 공릉풍림아파트상가 1층,971-1018
1903,노원구,황인재약국,서울특별시 노원구 월계동 600번지,995-8028
